title_english,Action,Girls Love,Boys Love,Adventure,Avant Garde,Erotica,Gourmet,Slice of Life,Mystery,Horror,Drama,Award Winning,Sci-Fi,Fantasy,Supernatural,Comedy,Sports,Hentai,Suspense,Ecchi,Romance
Peng Peng De Shijie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xia Xiao Dou,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yukuai de Shiwumen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shoguo Xiao Zhen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Renzhe Meng Jian Chuan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bai Xiang Zheme Duo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Xingji Paobing Tuan: Hu Hua Shizhe,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xingji Paobing Tuan: Zhengjiu Secai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Meng Cai Jiadao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zhege Nusheng Hen Putong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nono Zu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Xiongmao Dou Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xianzi Senlin Di Meili Mimi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ni Hao! Baobao Dou,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tomodachi no Imouto ga Ore ni dake Uzai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
The Genius Prince's Guide to Raising a Nation Out of Debt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Goblin Slayer II,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Strongest Sage with the Weakest Crest,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Executioner and Her Way of Life,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Is It Wrong to Try to Pick Up Girls in a Dungeon? IV,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xiao Tu Bandy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xiao Tu Bandy 2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xiao Tu Bandy: Xingji Qi Lu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xiao Tu Bandy: Haidao Tanxian Ji,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xiao Tu Bandy: Fanhang Zongdongyuan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wei Wei Hou: Qingchun Fangxian,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Time Cards,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summer Time Rendering,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Juedui Lingyu A. F.,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Juedui Lingyu: Ji Zhan Ji,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Juedui Lingyu Fanwai Pian,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bajiu Buli 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Guaishou Jiazu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jiangjiu Ren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jiangjiu Ren Fanwai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015 Chunjie Dongman Da Lianhuan,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jedi Shi Ri,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pao Pao Meirenyu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minnan Yanyu Diangu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zhongguo Minsu Gushi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Feitian Shaonian,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jibian Ying Meng,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eagle Boy,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eagle Boy 2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fei Chai Hu A Ju,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Totem Heroes,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Totem Heroes Season 2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Starmon Hunter,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Shengsi Huifang,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Lie Che Shou Hun,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hen Xi You 2nd Season,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
First Kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wo Yao Hui Jia,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Qi Ji Leyuan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Die Di Baobei: Shenqi Ha Ku,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chikool Baobei Jihua: Da Ai Wujiang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hello Pu Nebula,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hello! Pu Xingren: Ji Xun Tegong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bao Ji Qiangshou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bao Ji Qiangshou: AK Xiyou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bao Ji Qiangshou: T de Richang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nengli Youxian Gongsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Qiang Ling Jihua,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Joran The Princess of Snow and Blood,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Duke of Death and His Maid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Mengxiang Zhaohuan Wang,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mengxiang Zhaohuan Wang 2nd Season,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My Mad Xian World,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wo de Maoxian Shijie 2nd Season,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
He Nü'er De Richang 2nd Season Special,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Mai Kuai Sanguo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Romance of the Three Kingdoms 2nd Season,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Guaishou Chufang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Huang Ba Tianxia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Happy Polaris,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Duanzi Gou Riji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Xifan Yuyan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xifan Shi Wan Ge Weisheme,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lao Ba Te Fannao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chun Ya Baobei,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senba Happy Island,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Si Lu Gongzhu,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Weilai Xifu Bendi Lang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brilliant Leagues,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
I Laohu You,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dagui Jiang,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wanmei Shijie Shuang Shi Ji,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Piaoyi Dao: Tiankong Lixian Ji,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fun Alliance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dou Dao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Renyu Ruqin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Shin Gengou Nyankogelion,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ling Ba Xue Tang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ling Ba Xue Tang: Bei Chi Diao de Chengyu Xilie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Aoyun Quwen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ci Du Chuanqi: Niuniu He Niuniu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Meng Cai Yu Bao Ai Koucai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kuang Wan Zhan Ji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Xiao Xing de Zhongguo Mingzhu Zhi Lu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mi Nuo de Zhong Er Qingchun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wai Xing Da Caoyuan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sai Ya Lixian Ji,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xiongmao Xiao Rang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chong Chongwu Yu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Baba Bao Bao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ju Shu 5 Sui Hua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jiutian Qi Yuan,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Da Xing Zuo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Xiaodou Pai Pai: Wenzi Wangguo Lixian Ji,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Spookiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Naohonghong de Huihua Ben,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mei Shaonu Da Picha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Katuri,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Meng Ji Xiaodui 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Meng Ji Xiaodui 3rd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bai Bian Bu Lu Ke,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bai Bian Bu Lu Ke 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bai Bian Bu Lu Ke 3rd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bai Bian Bu Lu Ke 4th Season,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bai Bian Bu Lu Ke 5th Season,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bu Lu Ke Zhandui: Yuan Xing Shi Shouwei,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seven Knights Revolution: Hero Successor,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wangzhe? Bie Nao!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Wangzhe? Bie Nao! Fanwai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Wangzhe? Bie Nao! 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Junior High and High School!! Kimetsu Academy Story: Valentine Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Perfect World,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gekijou Tanpen Macross Frontier: Toki no Meikyuu,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Initial D Battle Stage 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detective Conan: The Scarlet Alibi,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Bessatsu Kamen Rider Saber: Tanpen Katsudou Manga Shuu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23-ji no Saga Meshi Anime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xin Chenglong Lixian Ji: Mengjing Shouhu Zhe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feng Sheng Shui Qi: 24 Jieqi de Gushi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gon de Hanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Congming De Shunliu: Teshu Renwu,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Xiagu Zhong An Zu 2nd Season,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wulongyuan: Huobao Chuanqi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wulongyuan: Huobao Chuanqi 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bao Shou Lieren,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bawang Mianju,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Di Ling Qu: Loulan Wanjie Pian,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Di Ling Qu: Nanjiang Miwu,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Ball,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Xunbao Ji,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ai Jingling Lelia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shan Buzai Gao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Dou Long Zhanshi: Bao She Long Dan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dongfang Kurhn: Modern Xueyuan,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Shi Shenhun,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shi Shenhun 2nd Season,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Taichi Xiongmao,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chao Neng Xiao Xing Tan,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wudi Xiaolu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wudi Xiaolu 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wudi Xiaolu 3rd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wudi Xiaolu: Anquan Chengzhang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wudi Xiaolu Gushi Pian,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Deer Squad,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Maoxian Xiao Wangzi,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ji Gao Xia Yu Ali Baba,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tiantian Kuaile,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Happy Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My Little Monkey King,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xuan Ji Yongzhe: Xuan Ji Zhan Ka,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Happy Poker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Man Chong Ji,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Amy & Gollum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Amy & Gollum 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Caihong Xiong: Jizhan Huanying Guai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jungle Survival,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
DuDu Town,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shanhai Baobei,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shanhai Baobei 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wuliao Shi She,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wuliao Shi She Fanwai Pian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wuliao Shi She 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wuliao Shi She 2nd Season Fanwai Pian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chao Shikong Da Maoxian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Youji,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dida Chuanqi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huangjin Wu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Huangjin Wu Fanwai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shenqi Xiongmao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xiao Xiao Huajia Xiong Xiaomi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xiao Xiao Huajia Xiong Xiaomi Dongwu Pian,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wo Men de Pengyou Xiong Xiaomi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xiao Yi Shikong Chuan,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
San Zhi Tuzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
San Zhi Tuzi 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mao Cun Kuangxiangu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Huan Gu Yun Jie: Shanhai Qi Yuan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Caihong Xianzi: Kuaile Mofa Pai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Haha Hua Xiao Ji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Xiao Ji Tegong Dui,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Baoxiao Kung Fu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Qi Qi Tanxian Dui,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wang Xiong Li Xiong Meiwan Meiliao De Gushi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jinpai Bang Bang Bang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jinpai Bang Bang Bang: Jia Yu Xiwang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jinpai Bang Bang Bang: Ai Yu Mengxiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yu Jian Tuzki,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
AICis the Supernatural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Super BOOMi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sazae-san Valentine's Day Special,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Ba Nian,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Maolu Xiao Zhentan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Detective Partner,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fights Break Sphere: Q Version Small Theater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5 Dong 32 Hao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5 Dong 32 Hao: Hesui Fan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Guoshu Leyuan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Qihuan Lucheng: Mao Mao Shu Laile,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ding Dang Records of Adventure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunshu Zhen Lequ Sanzijing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xiao Yu Er Qiyu Ji,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Guai Baobao Ting Gushi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Haha Da Maoxian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shenye Yu Tang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Yu Laoban No Richang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Xiao Laba: Tanxian Qiyu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hulu Xiang Dingdang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Guoshanche Shou Luo Li,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ben Ben Yu Jiling,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ben Ben Yu Jiling: Yishi Xingqiu Xin,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shentan Si Dou Xing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Karst Shenqi Zhi Lu,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Qihuan Wangguo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Huanbao Tegong Dui,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Huang Doujun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Huang Doujun Tebie Ban: ""Wang Buliao""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Muzhi Ji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dahai Chengzhang Ji: Baowei Jiayuan,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bai Yue Lixian Ji: Zhuang Jin Mima,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tong Ge Wawa: Dou Hei Feng Guai,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Long Qi Shi Episode 0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shenqi Le Lutu,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fendou Ji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
