title_english,score,scored_by
The Nighthawk Star,6.42,1438.0
The North Face Japan CMs,5.15,161.0
The Ocean Waves,6.53,77265.0
The Octopus Bone,4.81,496.0
The Old Crocodile,6.21,1541.0
The One that Heads to Tomorrow,5.67,319.0
The Ones Within,6.87,56403.0
The Orbital Children,6.82,16827.0
The Orphans of Simitra,6.89,620.0
"The Ossan Newbie Adventurer, Trained to Death by the Most Powerful Party, Became Invincible",7.07,6145.0
The Outcast 5th Season,6.91,574.0
The Path of Wind,5.96,1603.0
The Peak,5.69,120.0
The Peak of True Martial Arts,7.03,776.0
The Peak of True Martial Arts 2nd Season,7.12,340.0
The Peak of True Martial Arts 3rd Season,6.74,130.0
The Perfect Insider,7.24,69655.0
"The Perfect Prince Loves Me, the Side Character?!",6.08,528.0
The Perfect World,7.47,5057.0
The Pet Girl of Sakurasou,8.06,712847.0
The Phantom Ship,5.55,1078.0
The Phoenix -Space-,6.87,1673.0
The Phoenix: Chapter of Yamato,6.75,1570.0
The Pianist,4.95,574.0
The Piano Forest,7.62,27764.0
The Pilot's Love Song,7.15,41709.0
The Ping-Pong Club,7.5,5210.0
The Place Promised in Our Early Days,7.43,92997.0
The Place Where We Were,5.46,149.0
The Plane Cabby's Lucky Day,5.04,636.0
The Poem of Wind and Trees,6.85,7399.0
The Portrait Studio,7.29,3686.0
The Pot,5.34,475.0
The Praying Mantis,5.47,330.0
The Price of Smiles,6.03,13806.0
The Prince and the Coral Sea,5.34,261.0
The Prince and the White Horse,5.43,170.0
The Prince of Tennis,7.85,85075.0
The Prince of Tennis II,7.54,31742.0
The Prince of Tennis II Specials,7.49,5031.0
The Prince of Tennis II vs Genius10,7.59,8898.0
The Prince of Tennis II: U-17 World Cup,6.74,4878.0
The Prince of Tennis OVA Another Story II,7.45,4877.0
The Prince of Tennis OVA Another Story II Bonus,7.11,1843.0
The Prince of Tennis: A Gift from Atobe,7.43,8147.0
The Prince of Tennis: Another Story - Messages From Past and Future,7.59,7195.0
The Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus,7.08,2584.0
The Prince of Tennis: Best Games!!,6.6,320.0
The Prince of Tennis: Mini Theater,6.85,1834.0
The Prince of Tennis: National Championship Chapter,7.88,25781.0
The Prince of Tennis: The National Tournament Finals,7.95,19887.0
The Prince of Tennis: The National Tournament Semifinals,7.88,20940.0
"The Prince of Tennis: The Two Samurai, The First Game",7.33,12145.0
The Princess and the Moon,5.17,225.0
The Princess and the Pilot,7.6,30934.0
The Princess of Yoshino,5.67,286.0
The Princess of the Desert Kingdom,5.5,136.0
The Prisoners of Time,5.07,259.0
The Promised Neverland,8.49,1298405.0
The Promised Neverland Season 2,5.27,481689.0
The Promised Neverland: Guidepost,4.74,24475.0
The Proud Emperor of Eternity,6.86,225.0
The Pumpkin Wine,6.69,986.0
The Quintessential Quintuplets,7.64,622430.0
The Quintessential Quintuplets 2,8.04,439410.0
The Quintessential Quintuplets Movie,7.84,115820.0
The Quintessential Quintuplets~,7.98,23168.0
The Qwaser Of Stigmata II Picture Drama,5.99,4759.0
The Qwaser Of Stigmata Picture Drama,5.94,5950.0
The Qwaser of Stigmata,6.33,133432.0
The Qwaser of Stigmata II,6.3,63405.0
The Qwaser of Stigmata: Portrait of the Empress,6.37,11471.0
The Rapeman,6.22,3255.0
The Ravages of Time,6.91,306.0
The Rebirth of Buddha,5.89,3196.0
The Reflection,5.12,8508.0
The Reincarnation of the Strongest Exorcist in Another World,7.14,113046.0
The Relative Worlds,6.029999999999999,4801.0
The Researcher's Search - Perspectivenbox,5.09,719.0
The Rich God,6.43,202.0
The Right Side and the Wrong Side of Honor Student Ayaka,6.63,2260.0
The Rising of the Shield Hero,7.95,1000457.0
The Rising of the Shield Hero Season 2,6.52,272360.0
The Rising of the Shield Hero Season 3,7.11,107454.0
The Rolling Girls,6.59,28492.0
The Room,5.19,310.0
The Roommate,6.51,2311.0
The Rose of Versailles,8.33,30454.0
The Royal Tutor,7.46,65251.0
The Royal Tutor Movie,7.35,9659.0
The Ryuo's Work is Never Done!,6.83,85067.0
The Sacred Blacksmith,6.65,87135.0
The Saint's Magic Power is Omnipotent,7.3,98812.0
The Saint's Magic Power is Omnipotent Season 2,7.42,32341.0
The Samurai,5.9,1472.0
The Satisfaction,4.53,267.0
The Sea Prince and the Fire Child,6.68,2257.0
The Secret About That Girl,7.39,2377.0
The Secret Garden,7.08,2948.0
The Secret World of Arrietty,7.89,224705.0
The Secrets of Star Divine Arts,6.66,160.0
The Senior Class,5.64,384.0
The Sensualist,6.04,1224.0
The Seven Deadly Sins,7.64,1351681.0
The Seven Deadly Sins Theater,5.64,1748.0
The Seven Deadly Sins the Movie 2: Cursed By Light,7.13,34065.0
The Seven Deadly Sins the Movie: Prisoners of the Sky,7.09,176493.0
The Seven Deadly Sins: Ban's Side Story OVA,7.49,103663.0
The Seven Deadly Sins: Dragon's Judgement,6.58,206401.0
The Seven Deadly Sins: Four Knights of the Apocalypse,7.26,14290.0
The Seven Deadly Sins: Grudge of Edinburgh,6.18,10895.0
The Seven Deadly Sins: Grudge of Edinburgh Part 2,6.56,6450.0
The Seven Deadly Sins: Heroes' Frolic,7.07,32044.0
The Seven Deadly Sins: Imperial Wrath of the Gods,6.46,421419.0
The Seven Deadly Sins: Revival of The Commandments - Prologue,7.23,27378.0
The Seven Deadly Sins: Revival of the Commandments,7.56,708612.0
The Seven Deadly Sins: Signs of Holy War,6.96,436344.0
The Seven Heavenly Virtues,5.26,17751.0
The Seven Heavenly Virtues Specials,5.51,4007.0
The Severing Crime Edge,6.66,47997.0
The Shape of Love,6.18,2447.0
The Siamese: First Mission,5.67,153.0
The Silver Guardian,6.2,44490.0
The Silver Guardian 2,6.5,24433.0
The Skull Man,6.59,9077.0
The Sky Crawlers,7.26,25185.0
The Sky-Colored Seed,5.73,2381.0
The Sleazy Family (1),6.11,2465.0
The Sleazy Family (2),5.63,2051.0
The Slime Diaries,7.59,153495.0
The Small Garden,5.94,178.0
The Snow Country Prince,5.67,154.0
The Snow Queen,6.279999999999999,705.5
The Soba Flower of Mt. Oni,5.66,119.0
The Soul of Soldier Master,6.14,259.0
The SoulTaker: Tamashii-gari - Komugi Daisakusen,5.79,676.0
The Sovereign's Ascension,6.57,181.0
The Sparrows' Lodge,5.16,449.0
The Spider and the Tulip,5.66,1317.0
The Sprites of Floria,5.14,589.0
The Squid Girl,7.41,91412.0
The Squid Girl 2,7.47,49470.0
The Squid Girl OVA,7.47,13700.0
The Squid Girl Specials,7.27,12371.0
The Starry Night,5.26,149.0
The State of Things,4.96,153.0
The Stingiest Man in Town,5.7,208.0
The Stolen Lump,5.87,2035.0
The Story of Chinese Gods,4.88,151.0
The Story of Cinderella,7.31,3623.0
The Story of Fifteen Boys,6.39,715.0
The Story of Heidi,6.93,2707.0
The Story of Hellen Keller: Angel of Love and Light,6.3,280.0
The Story of Little Monica,6.41,4187.0
The Story of Mr. Sorry,5.65,226.0
The Story of Saiunkoku,7.88,35650.0
The Story of a Family,6.36,543.0
The Story of the Sextuplets and a Horse,6.08,574.0
The Stranger by the Shore,7.84,88618.0
The Strong Bridge,5.44,174.0
The Strongest Magician in the Demon Lord's Army Was a Human,6.44,7163.0
The Strongest Male Hero Ever,6.2,256.0
The Strongest Sage with the Weakest Crest,6.23,123266.0
The Strongest Tank's Labyrinth Raids -A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party-,6.11,31807.0
The Success Of Empyrean Xuan Emperor 2nd Season,6.38,416.0
The Success Of Empyrean Xuan Emperor 3rd Season,6.44,229.0
The Success Of Empyrean Xuan Emperor 4th Season,6.4,141.0
The Summer,6.825,539.0
The Summer of Dioxin,6.52,385.0
The Sun and the Frogs,4.31,572.0
The Sunk Sank,5.32,148.0
The Super Dimension Century Orguss,6.45,1810.0
The Super Milk-Chan Show,6.03,2714.0
The Swiss Family Robinson: Flone of the Mysterious Island,7.3,3162.0
The Sword Of Dawn,6.68,298.0
The TV Show,6.92,2418.0
The Tale of Oan: What I Learned That Summer,5.59,303.0
The Tale of Outcasts,6.59,13023.0
The Tale of the Princess Kaguya,8.21,123347.0
"The Tales of Rien Village #1: ""Toilet ni Ittokiya""",5.2,303.0
The Tatami Galaxy,8.55,146626.0
The Tatami Galaxy Specials,6.32,12786.0
The Tatami Time Machine Blues,8.18,12287.0
The Tender March,6.35,1241.0
The Testament of Sister New Devil,6.7,371098.0
The Testament of Sister New Devil Departures,6.91,43490.0
The Testament of Sister New Devil Departures: Maria's Secret Video,6.74,5878.0
The Testament of Sister New Devil OVA,6.9,67252.0
The Testament of Sister New Devil Specials,6.72,20132.0
The Testament of Sister New Devil: Burst,6.8,222960.0
The Testament of Sister New Devil: Burst OVA,6.75,40538.0
The Testament of Sister New Devil: Burst Specials,6.79,14443.0
The Thaw,3.93,2884.0
The Thing of Rotation for a Child,4.02,443.0
The Third Eye,5.2,118.0
The Third Heart,6.22,355.0
The Third: Aoi Hitomi no Shoujo,7.3,8234.0
The Thousand Noble Musketeers,4.89,3226.0
The Three Musketeers,7.09,2039.0
The Three Musketeers: Aramis the Adventure,6.49,606.0
The Three Nui Nui Hinobori Brothers,5.84,132.0
The Tibetan Dog,7.22,2347.0
The Tiny One Makes It Big,4.53,913.0
The Titan's Bride,5.5,14050.0
The Tokyo Project,5.23,999.0
The Totem Warrior,6.16,208.0
The Trapp Family Story,7.61,3622.0
The Treasures of the Desert,5.56,144.0
The Tree of Courage,5.41,149.0
The Troubled Life of Miss Kotoura,7.16,178586.0
The Truth of Japanese Fairy Tales,5.4,223.0
"The Tunnel to Summer, the Exit of Goodbyes",7.9,56777.0
The Twelve Kingdoms,8.01,46426.0
The Two Facials of Eve,6.12,1408.0
The Two Lottes,7.02,476.0
The Two Princes,5.88,133.0
The Tyrant Falls In Love,6.91,39222.0
The Ugly Duckling,5.68,364.0
"The Ultimate Esper ""R""",6.13,510.0
The Undertaker and the Dog,5.01,451.0
The Underwater Tyrant,4.4,638.0
The Unlucky Butterfly,5.28,744.0
The Unparalleled Black & White,6.15,1528.0
The Untold Story of Pecharunt,6.35,120.0
The Unwanted Undead Adventurer,7.43,71783.0
The Urotsuki,5.57,1032.0
The Vampire Dies in No Time,7.27,34025.0
The Vampire Dies in No Time Season 2,7.45,12312.0
The Venus Files,5.76,693.0
The Vexations of a Shut-In Vampire Princess,7.17,38652.0
The Vision of Escaflowne,7.66,66875.0
The Wallflower,7.72,82759.0
The Ward of Original Sin,5.01,363.0
The Warrior From Qin,6.34,582.0
The Water Seed,5.6,181.0
The Wave of Rage,5.89,381.0
The Way of Pon,6.49,7324.0
The Way of the Househusband,7.25,243272.0
The Way of the Househusband Part 2,7.54,86956.0
The Way of the Househusband Season 2,7.57,39124.0
The Weakest Tamer Began a Journey to Pick Up Trash,7.56,44137.0
The Weathering Continent,6.18,2862.0
The Westward,6.78,679.0
The Westward 2nd Season,6.92,493.0
The Westward 3rd Season,6.81,305.0
The Westward 4th Season,6.89,249.0
The Westward: Goodbye Wu Kong,6.76,330.0
The Whale Hunt,6.15,530.0
The White Moon,6.09,108.0
The White Whale of Mu,6.3,735.0
The Wild Swans,6.53,922.0
The Wind Guardians,6.93,583.0
The Wind Rises,8.12,197681.0
The Winds of Victory,5.48,146.0
The Wings of Rean,5.59,1555.0
The Witch and the Beast,7.39,45533.0
The Wizard of Oz,5.71,409.0
The Wizard of twins LICO & GLI,5.29,211.0
The Wonderful Adventures of Nils Movie,6.36,544.0
The Wonderful Galaxy of Oz,5.94,135.0
The Wonderful Wizard of Oz,6.7,1312.0
The Wonderful World,5.86,309.0
The Wonderland,6.53,6650.0
The Wonderland of Ten Thousand 3rd Season,7.21,1339.0
The Wonderland of Ten Thousand 4th Season,7.15,1101.0
The Wonderland of Ten Thousand 5th Season,7.03,609.0
The Wonderland of Ten Thousands 2nd Season,7.24,1578.0
The World Ends with You The Animation,6.14,22624.0
The World God Only Knows,7.65,336361.0
The World God Only Knows II,7.87,242068.0
The World God Only Knows: Flag 0,6.88,32030.0
The World God Only Knows: Four Girls and an Idol,7.28,62621.0
The World God Only Knows: Goddesses,7.99,196241.0
The World God Only Knows: Tenri Arc,7.67,82333.0
The World YAMIZUKAN,4.71,8398.0
The World is Still Beautiful,7.59,144823.0
The World of Golden Eggs,6.4,268.0
The World of Hans Christian Andersen,5.61,670.0
The World of Narue,6.52,7948.0
The World's Continuation,7.25,1161.0
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,7.34,301286.0
The World's Most Famous Tales,6.42,587.0
The Wrong Way to Use Healing Magic,7.54,106816.0
The Yakuza's Guide to Babysitting,7.75,93906.0
The Yakuza's Guide to Babysitting Picture Drama,5.8,504.0
The Young Brewmaster's Adventure,6.96,336.0
The Young Imperial Guards,6.14,310.0
The Yuzuki Family's Four Sons,7.89,20272.0
The art education,5.67,140.0
The devil between my fingers,5.05,282.0
The iDOLM@STER Cinderella Girls 2nd Anniversary PV,6.87,1643.0
The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,5.98,154.0
The iDOLM@STER Cinderella Girls: Spin-off!,6.14,660.0
"The iDOLM@STER Cinderella Girls: Starlight Stage - 5th Anniversary! ""Go Just Go!"" PV",6.46,336.0
The iDOLM@STER Cinderella Girls: U149,7.69,6627.0
The iDOLM@STER Cinderella Girls: U149 Recap,6.2,251.0
The iDOLM@STER Cinderella Girls: U149 Special,7.33,705.0
The iDOLM@STER Million Live!,6.91,2828.0
"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",6.28,861.0
The iDOLM@STER Million Live! 1st Anniversary PV,5.94,1009.0
The iDOLM@STER Million Live! 4th Anniversary PV,6.53,794.0
The iDOLM@STER Shiny Colors,6.12,1664.0
The iDOLM@STER Side M: Episode of Jupiter,7.16,3080.0
The iDOLM@STER SideM: Wake Atte Mini! - Shoshi Kantetsu Daisouji!,5.94,160.0
The iDOLM@STER: 765 Pro to Iu Monogatari,7.45,11587.0
The mark of Emi,5.82,314.0
Theatre of Darkness: Yamishibai,7.0,48601.0
Theatre of Darkness: Yamishibai - The Old Well,5.67,975.0
Theatre of Darkness: Yamishibai 10,6.18,3913.0
Theatre of Darkness: Yamishibai 11,5.81,2304.0
Theatre of Darkness: Yamishibai 12,5.87,1491.0
Theatre of Darkness: Yamishibai 2,6.51,28780.0
Theatre of Darkness: Yamishibai 3,6.34,21026.0
Theatre of Darkness: Yamishibai 4,5.82,15594.0
Theatre of Darkness: Yamishibai 5,6.33,13102.0
Theatre of Darkness: Yamishibai 6,6.2,10297.0
Theatre of Darkness: Yamishibai 7,6.02,9236.0
Theatre of Darkness: Yamishibai 8,5.84,6362.0
Theatre of Darkness: Yamishibai 9,5.91,4945.0
Theory of Negativity,6.02,300.0
There She Is!!,7.84,13878.0
There is Here,6.7,1985.0
Thermae Romae,6.83,7423.5
Thermae Romae Novae,7.17,12887.0
Thermae Romae x Asahi Shimbun Digital Collaboration,5.84,302.0
Thermae Romae x LOFT Collaboration,5.69,278.0
Thermae Romae x TOTO Collaboration,5.9,391.0
Thermae Romae x Yoyogi Animation Gakuin Collaboration,6.19,1166.0
Thermae Romae: Kodai Romajin ga Uchuu e,5.8,688.0
They Are My Noble Masters,7.1,54713.0
They Were Eleven,7.01,5379.0
The★Fire G-Men,5.48,113.0
The☆Doraemons: Dokidoki Kikansha Daibakusou!,6.44,1035.0
The☆Doraemons: Goal! Goal! Goal!!,6.24,828.0
The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,6.41,884.0
"The☆Doraemons: Strange, Sweets, Strange?",6.41,885.0
The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,6.79,1376.0
The☆Ultraman,6.39,1086.0
Thick and Creamy Milk Pot,6.05,3617.0
This Art Club Has a Problem!,7.17,131369.0
This Boy Can Fight Aliens,6.74,12328.0
This Boy Caught A Merman,7.26,19785.0
This Boy Suffers From Crystallization,6.79,11708.0
This Boy is a Professional Wizard,6.94,14254.0
This Is Not Blue,5.36,629.0
This Mayonnaise is too Liquid.,4.06,780.0
This Ugly Yet Beautiful World,6.7,29190.0
Those Science Freaks,5.68,11932.0
Those Snow White Notes,7.53,61040.0
Those Who Hunt Elves,6.97,11158.0
Those Who Hunt Elves II,6.98,7254.0
Those Years I Opened a Zoo,6.66,812.0
Thoughtcrime,6.71,352.0
Thousand Autumns,7.82,3830.0
Thousands of worlds,7.1,737.0
Three Brave Frogs,4.39,524.0
"Three Leaves, Three Colors",7.1,22687.0
Three Little Bears,4.86,275.0
Three Little Ghosts,6.01,922.0
Three Thousand Roads,6.6,451.0
Three Thousand Roads 2nd Season,6.93,187.0
Three Workers,5.55,112.0
Throne of Seal,8.11,2657.0
Throne of Seal 2nd Season,8.21,1591.0
Through the Windows,5.56,405.0
Thumbelina: A Magical Story,6.66,639.0
Thunder,5.44,473.0
Thunder Prince,4.94,173.0
Thunderbirds 2086,6.08,673.0
Thus Spoke Kishibe Rohan,7.61,96170.0
Tic Tac Dreamin’,5.21,797.0
Tick Tock,5.58,138.0
Tico and Friends,7.35,2459.0
Tide-Line Blue,6.58,3300.0
Tide-Line Blue: Kyoudai,6.56,914.0
Tie Shan Gongzhu,5.29,469.0
Tiger & Bunny,7.84,92168.0
Tiger & Bunny 2,7.42,7967.0
Tiger & Bunny 2 Part 2,7.51,4895.0
Tiger & Bunny Movie 1,7.35,11650.0
Tiger & Bunny Pilot,6.15,3847.0
Tiger & Bunny Recaps,6.04,488.0
Tiger & Bunny: The Rising,7.69,13920.0
Tiger & Bunny: Too Many Cooks Spoil the Broth.,6.17,803.0
Tiger Mask,7.26,4462.0
Tiger Mask (Movie),6.12,293.0
Tiger Mask Nisei,7.3,3317.0
Tiger Mask W,6.92,8548.0
Tiger Mask: War against the League of Masked Wrestlers,6.12,286.0
Tight-rope,6.98,25636.0
Timbre A to Z,4.52,483.0
Time,4.81,212.0
Time Bokan 2000: Kaitou Kiramekiman,5.93,261.0
Time Bokan 24,5.8,1355.0
Time Bokan Series: Gyakuten Ippatsuman,5.83,579.0
Time Bokan Series: Itadakiman,5.73,549.0
Time Bokan Series: Time Patroltai Otasukeman,6.25,667.0
Time Bokan Series: Yatterman,6.67,2433.0
Time Bokan Series: Zenderman,5.8,433.0
Time Bokan: Royal Revival,6.02,650.0
Time Bokan: The Villains Strike Back,5.88,525.0
Time Driver: Bokura ga Kaita Mirai,5.95,229.0
Time Fighters,6.4,1001.0
Time Left,6.6,1683.0
Time Prisoner,6.18,200.0
Time Prisoner 2,6.2,120.0
Time Quest,7.31,1267.0
Time Stranger,6.64,1383.0
Time Travel Girl,6.49,6121.0
Time for Christmas,5.49,155.0
Time of Eve,7.98,68089.5
Time of Shura,7.54,10211.0
Time on the Planet,4.58,225.0
Timeless,5.95,218.0
Timeless Tree,5.75,107.0
Timing,5.654999999999999,230.5
Tinderbox,6.24,2103.0
Tiny Chibisuke's Big Adventure,4.99,639.0
Tiny Evil,7.08,9007.0
Tirori Mix,6.16,295.0
Tirori Mix (2024),6.17,138.0
Tistou the Green Thumb,6.47,182.0
Title Idol,6.11,302.0
To Be Hero,6.95,28657.0
To Be Heroine,7.01,7982.0
To Dimension,5.58,214.0
To Disappear,5.15,164.0
To Every You I've Loved Before,7.48,30840.0
To Heart,6.58,10323.0
To Heart 2,6.47,7622.0
To Heart 2 AD Plus,6.69,2408.0
To Heart 2 Adnext,6.71,2059.0
To Heart 2 OVA,6.82,3076.0
To Heart 2 Special,6.31,1633.0
To Heart 2: Dungeon Travelers,6.23,1828.0
To Heart Omake,6.15,1214.0
To Heart: Remember My Memories,6.37,3911.0
To Heart: Remember My Memories Specials,6.01,1161.0
To LOVE Ru Darkness,7.42,202481.0
To LOVE Ru Darkness 2,7.43,138059.0
To LOVE Ru Darkness 2 Specials,7.54,50960.0
To LOVE-Ru Darkness 2nd OVA,7.51,43225.0
To LOVE-Ru Darkness OVA,7.53,72176.0
To LOVE-Ru OVA,7.25,102154.0
To LOVE-Ru: Multiplication - Mae kara Ushiro kara,7.15,21570.0
To Love Ru,6.98,325792.0
"To Me, The One Who Loved You",7.41,30002.0
To Shoot Without Shooting,6.34,511.0
To Your Eternity,8.34,373733.0
To Your Eternity Season 2,8.08,102899.0
To the Abandoned Sacred Beasts,6.4,54905.0
ToHeart 2 AD,6.81,2801.0
Toaru Kagaku no Railgun S: Motto Marutto Railgun,7.05,14641.0
Toaru Kagaku no Railgun T: Motto Marutto Railgun,6.82,2605.0
Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,6.78,19802.0
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,7.44,35148.0
Toaru Kagaku no Railgun: Motto Marutto Railgun,6.85,22016.0
Toaru Majutsu no Index 10th Anniversary PV,6.78,5116.0
Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,7.07,10756.0
Tobacco to Hai,5.37,691.0
Tobacco wa Dasai,4.6,273.0
Tobidase! Narase! Pui Pui Molcar,6.47,189.0
Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,6.7,503.0
Tobira wo Akete,5.74,1149.0
Tobira wo Akete (1995),6.01,2115.0
Tobiuo no Boy wa Byouki desu,6.16,179.0
Today We Start Our Love,6.44,16613.0
Today in Class 5-2,7.19,14599.0
Today's Asuka Show,6.57,17555.0
Today's Menu for the Emiya Family,7.79,59807.0
Toe! Space Attendant Aoi,5.58,291.0
Toei Robot Girls,5.25,1033.0
Togainu no Chi,6.23,36771.0
Toho Cinemas & I Love Snoopy: The Peanuts Movie Collab Logo Eizou,5.62,212.0
Toho Cinemas x Pokemon Go,5.52,1274.0
Toilet no Hanako-san,6.04,562.0
Toilet no Hanako-san vs Kukkyou Taimashi,6.58,3299.0
Toilet no Kamisama,5.75,242.0
Toilet-Bound Hanako-kun,7.83,295107.0
Toji no Miko Recap,6.27,1434.0
Toji no Miko: Kizamishi Issen no Tomoshibi PVs,5.93,560.0
Toka Gettan: The Moonlight Lady Returns,6.49,4810.0
Toki no Daichi: Hana no Oukoku no Majo,5.77,285.0
Toki no Tabibito: Time Stranger,6.09,1426.0
Tokimeki,5.44,123.0
Tokimeki Memorial,7.01,15818.0
Tokimeki Memorial 4 OVA,6.0,761.0
Tokimeki Memorial: Forever With You,6.04,1364.0
Tokimeki Memorial: Only Love Specials,6.63,2456.0
Tokimeki Restaurant☆☆☆ MIRACLE6 Movie,5.33,145.0
Tokimeki Runners,6.8,1510.0
Tokimeki Tonight,7.11,2864.0
Tokimeki Tonight Recaps,5.96,200.0
Tokineiro,5.12,1732.0
Tokio Private Police,5.85,1061.0
Tokitama Hustle,4.14,440.0
Tokko,6.53,21658.0
Toku: Touken Ranbu - Hanamaru - Setsugetsuka,6.83,287.0
Tokugawa Cup Noodle Kinshirei,6.39,181.0
Tokyo,3.94,481.0
Tokyo 24-ku: Reversal Film,5.75,1121.0
Tokyo 24th Ward,6.34,21472.0
Tokyo 7th Sisters: Bokura wa Aozora ni Naru,6.42,726.0
Tokyo Art Month,5.13,144.0
Tokyo Autumn Session,7.5,3491.0
Tokyo Babylon,6.68,8601.0
Tokyo Babylon: Vision,5.62,765.0
Tokyo Cosmo,5.69,207.0
Tokyo Daigaku Monogatari,4.8,1438.0
Tokyo ESP,6.54,73762.0
Tokyo Fantasia,5.46,182.0
Tokyo Gambo,5.54,122.0
Tokyo Ghoul,7.79,1878407.0
Tokyo Ghoul √A,7.02,1205799.0
Tokyo Ghoul: Jack,7.3,144585.0
Tokyo Ghoul: Pinto,7.2,122174.0
Tokyo Ghoul:re,6.37,713464.0
Tokyo Ghoul:re 2nd Season,6.45,533751.0
Tokyo Girls Collection 2016 A/W x Osomatsu-san Special Movie,5.32,178.0
Tokyo Godfathers,8.28,149012.0
Tokyo Juushouden: Fuuma Gogyou Denshou,5.17,407.0
Tokyo Loop,5.09,589.0
Tokyo Magnitude 8.0,8.0,126235.0
Tokyo Magnitude 8.0 Recap,7.06,3007.0
Tokyo Majin,7.05,28116.0
Tokyo Majin Gakuen Kenpuuchou: Tou Dai Ni Maku,7.19,14736.0
Tokyo Marble Chocolate,7.14,11788.0
Tokyo Mew Mew New,6.6,10983.0
Tokyo Mew Mew New ♡ 2nd Season,6.69,4272.0
Tokyo One Piece Tower: The Great Treasure of Tongari Island,6.56,1983.0
Tokyo Pig,6.43,404.0
Tokyo Ravens,7.41,222485.0
Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,6.71,3674.0
Tokyo Requiem,5.7,1000.0
Tokyo Revelation,5.35,3206.0
Tokyo Revengers,7.91,701401.0
Tokyo Revengers: Christmas Showdown,7.66,155255.0
Tokyo Revengers: Tenjiku Arc,7.84,81224.0
Tokyo SOS,4.86,127.0
Tokyo Tribe 2,6.63,2835.0
Tokyo Twins Athletic Tournament,5.8,165.0
Tokyo Underground,6.59,12063.0
Tokyo Wabi-Sabi Lullaby,6.69,209.0
Tokyo-Live!,4.65,2205.0
Tokyu Plaza Ginza Open,5.58,144.0
Tom Sawyer no Bouken Specials,6.23,223.0
Tom and Jerry,6.31,250.0
Tom and Jerry (ONA),6.28,511.0
Tom to Jerry Gokko,6.09,133.0
Tomato Confit,5.86,125.0
Tomato ni Natta Otokonoko,4.99,307.0
Tomatoman,6.41,677.0
Tomb of Fallen Gods,7.11,704.0
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,6.04,223.0
Tomica Kizuna Gattai: Earth Granner,5.88,259.0
Tomo-chan Is a Girl!,7.78,211766.0
Tomodachi Game,7.72,209680.0
Tomoe ga Yuku!,5.18,729.0
Tomorrow Is Sunday,6.08,213.0
Tomorrow's Joe,8.3,24592.0
Tomorrow's Joe 2,8.72,21163.0
Tomorrow's Joe 2 The Movie,7.24,1757.0
Tomorrow's Joe Pilots,6.17,2323.0
Tomorrow's Joe The Movie,7.07,2156.0
Tomorrow's Leaves,6.63,982.0
Tomorrow's Nadja,7.59,11940.0
Tomorrow's Song,5.89,480.0
Tomorrow's Yukinojou,5.53,855.0
Tomoshibi Serenade,6.25,111.0
Ton Ton Ton,5.62,106.0
Tonagura!,6.68,23493.0
Tonari no 801-chan R,5.69,1460.0
Tonari no Ie no Anette-san The Animation,6.7,3394.0
Tonari no Onigiri-kun,5.11,585.0
Tonari no Seki-kun OVA,7.39,23592.0
Tonari no Seki-kun Specials,7.44,18846.0
Tonari no Seki-kun: The Master of Killing Time,7.53,109912.0
Tonari no Tonari,5.29,128.0
Tonari no Yokai-san,7.32,5425.0
Tonbo,4.76,193.0
Tonbo!,7.06,3149.0
Tondemo Senshi Muteking,6.23,601.0
Tong Zhi Zhe,6.07,509.0
Tongari Boushi no Memole,6.96,1444.0
Tongari Boushi no Memole: Marielle no Housekibako,6.17,214.0
Tonight,5.12,211.0
"Tonight, Only Just For You",6.87,3564.0
Tonikawa: Over The Moon For You,7.87,426469.0
Tonikawa: Over The Moon For You - SNS,8.03,84981.0
Tonikawa: Over The Moon For You - Uniform,7.72,42684.0
Tonikawa: Over The Moon For You Season 2,7.6,81272.0
Tonkatsu DJ Agetarou,7.13,6757.0
Tono to Issho,6.5,1887.0
Tono to Issho 1.5,5.73,253.0
Tono to Issho: Gantai no Yabou,6.38,1085.0
Tono to Issho: Ippunkan Gekijou,6.16,1499.0
Tonosama Gaeru,5.08,114.0
Tonpei and Sarukichi,5.31,331.0
Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,6.75,2961.0
Too Cute Crisis,6.82,13529.0
"Tooi Kimi ni, Boku wa Todokanai",5.6,1923.0
Tooryanse (Music),5.84,480.0
Top Secret: The Revelation,7.27,4518.0
Top Striker,6.7,2617.0
