title_english,Horror,Boys Love,Suspense,Adventure,Girls Love,Sci-Fi,Erotica,Hentai,Fantasy,Romance,Drama,Avant Garde,Award Winning,Sports,Action,Slice of Life,Comedy,Mystery,Ecchi,Gourmet,Supernatural,Cluster
Fighting Spirit: Champion Road,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Fighting Spirit: Mashiba vs. Kimura,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Gunparade March: A New Song for the March,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
Gungrave,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Golden Boy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8
Bleach,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Hellsing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12
Gad Guard,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Noir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,11
Someday's Dreamers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Kiddy Grade,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Love♥Love?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
Mahoromatic: Automatic Maiden,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
Mahoromatic ~Something More Beautiful~,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,3
Viewtiful Joe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Requiem from the Darkness,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12
Animal Lane,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13
Akane Maniax,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Angel Heart,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,3
Anne of Green Gables,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Area 88 (TV),0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
Argento Soma,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
B'T X,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Baki the Grappler,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Beyblade,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8
Comic Party,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11
Crest of the Stars,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
D.C.S.S. ~Da Capo Second Season~,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3
Hoop Days,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11
Di Gi Charat,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Divergence Eve,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
Misaki Chronicle: Divergence Eve,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
Dragon Drive,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Grenadier: The Beautiful Warrior,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8
.hack//Legend of The Twilight,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13
.hack//Liminality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
3x3 Eyes,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
Cinderella Boy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,8
Future Boy Conan,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
Oh! My Goddess: The Adventures of Mini-Goddess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Ah! My Goddess: The Movie,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
Abashiri Ikka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Magical☆Shopping Arcade Abenobashi,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,10
Adventures On Rainbow Pond,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Zettai Shounen,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,11
Akahori's Heretical Hour Love Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Three Little Ghosts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Aim for the Ace!,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
Ace wo Nerae! Final Stage,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11
Aim for the Ace!: The Movie,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
Aim for the Ace!: Another Match,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11
A Chinese Ghost Story,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3
"F3: Frantic, Frustrated & Female",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
Final Fantasy VII: Advent Children,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Hand Maid May,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
Happy World!,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,10
Kite,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,11
Najica Blitz Tactics,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Paradise Kiss,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Paranoia Agent,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,11
Patlabor: The Mobile Police - The TV Series,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Peach Girl: Super Pop Love Hurricane,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Pet Shop of Horrors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12
Petite Princess Yucie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Piano: The Melody of a Young Girl's Heart,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3
Planetes,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
Midori Days,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,3
Magical Circle Guru Guru,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13
Magical Circle Guru Guru 2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13
Mama is Just a Fourth Grade Pupil,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,11
Marmalade Boy,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
Mythical Detective Loki Ragnarok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Ginyuu Mokushiroku Meine Liebe,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11
Psychic Academy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
The Rose of Versailles,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Serial Experiments Lain,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,11
Time of Shura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Spiral: Bond of Reasoning,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11
Starship Operators,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Tsukuyomi: Moon Phase,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,10
Twin Spica,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
Emma: A Victorian Romance,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Double Wish,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Wild Arms,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Bottle Fairy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Magical Kanan,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,11
Magical DoReMi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Ojamajo Doremi Sharp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Motto! Ojamajo Doremi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Ojamajo Doremi Dokkaan!,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Ultimate Girls,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Shakugan no Shana: Season I,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3
Fate/stay night,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2
Bludgeoning Angel Dokuro-chan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"Sky of Iriya, Summer of UFO",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
I'll/CKBC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Legend of Himiko,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,13
Memories Off,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Memories Off 2nd,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Memories Off 3.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Gallery Fake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
Fake,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Agent AIKa,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8
Akazukin Chacha OVA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Bible Black,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Boogiepop Phantom,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,11
Burn Up Excess,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,8
Cardcaptor Sakura The Movie,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,10
Cardcaptor Sakura Movie 2: The Sealed Card,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,10
All Purpose Cultural Cat Girl Nuku Nuku,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
All Purpose Cultural Cat Girl Nuku Nuku Dash!,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
All Purpose Cultural Cat Girl Nuku Nuku TV,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
"Elfen Lied: In the Passing Rain, or, How Can a Girl Have Reached Such Feelings?",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,11
eX-Driver,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
eX-Driver the Movie,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
Excel Saga,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mysterious Play OVA,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13
Mysterious Play OVA 2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13
Step Up Love Story,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
Galaxy Angel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gantz,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Gilgamesh,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11
H2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Haibane Renmei,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,11
Capeta,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Karas,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Suzuka,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
Tales of Phantasia,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
Yu Yu Hakusho: Ghost Files,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Escaflowne: A Girl in Gaea,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,13
Ai Yori Aoshi: Enishi,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
Gantz: Second Stage,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Banner of the Stars,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Banner of the Stars II,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Banner of the Stars III,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Seikai no Senki Special,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Outlaw Star,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
Samurai X: Reflection,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Otogi Juushi Akazukin OVA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13
Hanaukyou Maid-tai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
Bastard!!,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2
Blood: The Last Vampire,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12
Buzzer Beater,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Detective School Q,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,11
Final Fantasy VII: Last Order,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
Gun x Sword,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
He is My Master,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Mars of Destruction,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My Neighbors the Yamadas,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,6
Porco Rosso,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,8
Ragnarok the Animation,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
"Ranma ½: Big Trouble in Nekonron, China",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
Samurai Deeper Kyo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8
Spriggan,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Stratos 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Stratos 4 OVA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Stratos 4 Advance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dirty Pair,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
Araiso Private High School Student Council Executive Committee,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Legend of the Crystals: Final Fantasy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
Kaleido Star,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,10
Kaleido Star: New Wings Extra Stage,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8
Kaleido Star: Legend of Phoenix - The Layla Hamilton Story,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11
Fullmetal Alchemist: The Movie - Conqueror of Shamballa,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2
Howl's Moving Castle,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,13
Iria: Zeiram The Animation,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Place Promised in Our Early Days,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
Legend of Lemnear,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Magic Knight Rayearth,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2
Perfect Blue,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14
Phantom: The Animation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
RG Veda,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13
Revolutionary Girl Utena,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,11
Revolutionary Girl Utena: The Adolescence of Utena,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,11
Naruto the Movie 1: Ninja Clash in the Land of Snow,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Please Teacher!: Secret Couple,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
Maria Watches Over Us: Printemps,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Tales of Eternia,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,13
Knight Hunters Eternity,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
Knight Hunters,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
Tenjho Tenge: The Ultimate Fight,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3
InuYasha the Movie 4: Fire on the Mystic Island,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
InuYasha the Movie 2: The Castle Beyond the Looking Glass,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
InuYasha the Movie 3: Swords of an Honorable Ruler,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
InuYasha the Movie: Affections Touching Across Time,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
.hack//Gift,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Fantastic Children,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,13
Best Student Council,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Mushi-Shi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7
I Dream of Mimi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
One Piece: The Movie,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
One Piece: Clockwork Island Adventure,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
One Piece: Chopper Kingdom of Strange Animal Island,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
One Piece: Dead End Adventure,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
One Piece: The Curse of the Sacred Sword,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
One Piece: Baron Omatsuri and the Secret Island,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
One Piece: The Giant Mechanical Soldier of Karakuri Castle,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
One Piece: Defeat the Pirate Ganzack!,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Ghost in the Shell: Stand Alone Complex,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Ghost in the Shell 2: Innocence,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Karin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
My Wife is a High School Girl,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
To Heart 2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
To Heart,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Tide-Line Blue,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
Macross Plus,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
Hotori: Tada Saiwai wo Koinegau,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Skating Rink Kaleidoscope,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,3
Aria the Animation,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9
Aquarion,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
The Law of Ueki,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Yu-Gi-Oh!,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Yu-Gi-Oh! GX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,10
Kurau Phantom Memory,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Saiyuki: Requiem,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Damekko Doubutsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Kino's Journey,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13
Girls Bravo: Second Season,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,10
Strawberry Marshmallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Kamichu!,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,9
Pani Poni Dash!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Armitage III: Dual-Matrix,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Armitage III: Poly-Matrix,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Sorcerer Hunters,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,13
Kamui no Ken,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13
"Yamibo: Darkness, The Hat and the Travelers of the Books",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,13
Great Planet Evil-Destroyer Dangaio,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Demon City Shinjuku,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
Doraemon,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13
Dragon Ball: Curse of the Blood Rubies,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
The Eternal Aseria,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13
Fatal Fury: The Motion Picture,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
Fushigiboshi no☆Futagohime,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Glass no Kamen,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Gravitation: Lyrics of Love,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Hamtaro,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
I My Me! Strawberry Eggs,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
Kakyusei 2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
Moeyo Ken TV,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13
Kiki's Delivery Service,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,13
Castle in the Sky,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,13
Le Portrait de Petit Cossette,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3
Legend of Crystania: The Motion Picture,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
Sgt. Frog,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
School Rumble: Extra Class,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Magical Princess Minky Momo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
