title_english,Horror,Boys Love,Suspense,Adventure,Girls Love,Sci-Fi,Erotica,Hentai,Fantasy,Romance,Drama,Avant Garde,Award Winning,Sports,Action,Slice of Life,Comedy,Mystery,Ecchi,Gourmet,Supernatural,Cluster
Cardfight!! Vanguard: overDress Season 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
Ndaho Kekkon Omedetou!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Hua Jianghu: Huan Shi Men Sheng 2nd Season,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3
The Young Brewmaster's Adventure,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Novoland Demon Edge,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Trepanation,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
With Pochi! Yoshi's Woolly World Special Anime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Magical Legend: Rise to Immortality,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Mingwang Huan Shi Lu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Lighter & Skirt,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Night is Faint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
Anette-san to Liliana-san The Animation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Pooky's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Netoshisu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Ling Long: Incarnation Special,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Epic of Zektbach: Ristaccia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Yoshi Yoshi Magic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9
Overlord IV,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Overlord: The Sacred Kingdom,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Overlord: Ple Ple Pleiades 4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Manatsu no Namida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
Raccoon Town in the Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Dragon Ball Super: Super Hero,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Mr.Digital Tokoro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yawaraka Sensha Special,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Namiuchigiwa Sensha Zu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Misuke in Southern,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Shaonian Jinyiwei Xuzhang,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Zhen Dao Ge: Chenshi Hang,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Love Live! Nijigasaki High School Idol Club Season 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Stand My Heroes: Warmth of Memories,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
Peeping Life × Jidousha Tenken Seibi Suishin Undou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
HKT48 × Peeping Life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Komi Can't Communicate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Hikaru Machi e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Full-Time Magister 5th Season,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Mad Demon Lord,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Spring Thief,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
The Laws of the Universe: Part 2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twisted-Wonderland 1st Anniversary PV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
Natsume's Book of Friends: A Day Out in Hitoyoshi Kuma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Hairpin Double,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Wu Shang Shen Di 2nd Season,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
Hunter,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Joint,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Xie Wang Zhui Qi 3: Shen Nu Guilai,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
Are You OK? Season 2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,10
The Land of Miracles,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
"LaLaLa, Brothers",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
"Popping, Mixing",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Tosca,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Uranof,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Waiter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Yume Utsutsu (2010),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Jade,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
100-man no Inochi no Ue ni Ore wa Tatteiru Recap,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
Ba Luo Bo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Magical Destroyers,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Survive! Run Wild! Kusohamu-chan! Episode 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
A Japanese Boy Who Draws,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,14
Closure's Secret Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Life with an Ordinary Guy who Reincarnated into a Total Fantasy Knockout,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13
27th,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV) Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
The Courtesan's Palace of Wicked Conception: A Busty Mother-Daughter Sacrificial Ritual,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Laid-Back Camp Season 2 Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
HHH Triple Ecchi Special,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Under the Sun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Yomei 365-nichi no Pony,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Lupin the Third Part 6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,8
The Naked King,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Aoashi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
given - on the other hand,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Tomica Hyper Series: Next Stage,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unbelievable Space Love,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Shuimu Xuetang 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Artiswitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9
Xiao Zhuren: Zhengyi Lianmeng 2nd Season,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Geo Mecha: Captain Dino,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wonder Balls Season 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mobile Suit Gundam SEED Freedom,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Pleasant Goat and Big Big Wolf: Dunk for Victories,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Pleasant Goat and Big Big Wolf: Decisive Battle Times,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Haru wo Irodoru,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
Rock'n Roll Bath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6 Songs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Kuroinu II The Animation,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
The Westward 3rd Season,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
By the Grace of the Gods 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9
Theatre of Darkness: Yamishibai 9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14
Amemiya-san,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
The Case Study of Vanitas Part 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2
Little Nemo: Adventures in Slumberland Pilot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
No Choice But to Betray the Earth!,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
Osomatsu-san: Hipipo-Zoku to Kagayaku Kajitsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Osomatsu-san: Tamashii no Takoyaki Party to Densetsu no Otomarikai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dream Kingdom SofyRuby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BanG Dream! Garupa☆Pico Fever!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
A Reflection of One's Mind,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
RabbiTube: Creator ni Challenge!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Princess Principal: Crown Handler Chapter 1 - Busy Easy Money,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
The Magic Brush,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Little Mermaid: Attack of the Pirates,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
Tobidase! Narase! Pui Pui Molcar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
High Card,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Miss Shachiku and the Little Baby Ghost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Exception,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Make My Day,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Bright: Samurai Soul,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Xinghe Zhizun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Reiwa no Di Gi Charat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Zdravstvuite!,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Gunma-chan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Yamakagashi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
The Extinction of Landscape,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Fairy Flower,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Shelter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
My Shelter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Regalia: The Three Sacred Stars Recaps,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Link Click Episode 5.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11
Semantic Error,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Code of Gods Havoc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hong Huang,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Black and White Warriors 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
The Grimm Variations,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Gundam Breaker: Battlogue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Peach Boy Riverside Mini Anime,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Celia-sensei no Wakuwaku Magical Kyoushitsu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Uncle from Another World,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Succubus Appli: Gakuen Sai*,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Game World Reincarnation,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"Dragon Quest: The Adventure of Dai: The Trail of Adventure, The Path Forward",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Saga of Tanya the Evil II,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
86 Eighty-Six: Special Edition - The Poppies Bloom Red on the Battlefield,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Saga of Tanya the Evil: Operation Desert Pasta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mori no Yakyuudan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Let's Make a Mug Too 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Hua Jianghu: Bu Liang Ren IV,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
Elf Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Neko Album,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9
Jiu Jiu Ba Shi Yi,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
Backflip!! Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Fumetsu no Anata e: Fushi no Tabiji,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Recaps,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11
Magia Record: Puella Magi Madoka Magica Side Story Final Season,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11
Deep Insanity: The Lost Child,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chizuru-chan Kaihatsu Nikki,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Maboroshi,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11
Legend of Mana -The Teardrop Crystal-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
The Wonderland of Ten Thousand 5th Season,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
Fruits Basket: Prelude,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune Picture Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nosferatu Maiden,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Strike the Blood Final,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2
That Time I Got Reincarnated as a Slime Season 2: Tales - Veldora's Journal 2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
Detective Conan Movie 25: The Bride of Halloween,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Pokemon (2019): Natsuyasumi Chokuzen 1-jikan Special,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
The Sound of Your Heart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Soshite Watashi wa Sensei ni...,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
The Dawn of Ape,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Torokase Orgasm The Animation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Hakuouki OVA (2021),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,11
Tokyo 7th Sisters: Bokura wa Aozora ni Naru: Character Butai Aisatsu Eizou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shin Ikki Tousen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Goodbye, Don Glees!",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
Blue Reflection Ray Special,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
The Fullmoon Tradition: Indra Pilot Film,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Usamimi Bouken-tan: Sexual Harassment Shinagara Sekai wo Sukue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Mrs. Warabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Ling Yun Daima,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars: Visions,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note - Waver, Reunion, and the Magic Lantern",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5
SK8 the Infinity (OVA),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Hyaku,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Otona ni Natta Alice,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14
Play the Lupin: Clips x Parts Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Shinkai no Survival!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
mini vanguard Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Nangoku Yubune,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
"""Ippon"" again!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Mein Family Daily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Cat's Tea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Miss Kuroitsu from the Monster Development Department,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Xingchen Bian: Xingchen Yao Hai,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
Vinland Saga Season 2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
Sore Ike! Anpanman: Rhythm de Utaou! Anpanman Natsumatsuri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
"I, Tsushima",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Kyoto Animation: Souzou-hen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Wu Geng Ji 4th Season,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
Mutou Guniang,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Ghost in the Shell: SAC_2045 - Sustainable War,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
White Snake 2: The Tribulation of the Green Snake,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
Shiroi Suna no Aquatope Mini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
Link Click Season 2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11
A Crocodile Who Lived For 100 Days X Bourbon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Tenma no Torayan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
Mirage Queen Prefers Circus,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
Tropical-Rouge! Precure Movie: Yuki no Princess to Kiseki no Yubiwa!,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Nageki no Ice Candy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Mignon,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Kanashiki Debu Neko-chan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
The Flame Imperial Guards,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Youxia Zhanji,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Parallel World Pharmacy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Tora to Mike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Against The Sky Supreme,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Oishinbo Pilot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Gabuli,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My Next Life as a Villainess: All Routes Lead to Doom! X: I Met My Destined One...,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,10
KonoSuba: God's Blessing on This Wonderful World! 3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13
Caressing My Hibernating Bear,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Tomorrow's Leaves,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Beastars Final Season,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
My Stepmom's Daughter Is My Ex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Argonavis the Movie: Ryusei no Obligato,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
Yama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Tarou wa Mizu ni Naritakatta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Junk Head 1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Kobayashi's Dragon Maid S Short Animation Series,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9
Azur Lane: Bisoku Zenshin! Hokorashiki Bokou ni Shukusai wo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Deep in Reflection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
Etotama: Nyankyaku Banrai - Etotama Pretty Gekijou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Ramen Chai-nyan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Katarina Nounai Kaigi X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"""Deji"" Meets Girl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9
Record of Ragnarok Mini Anime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Pont Qiao Mini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
The Detective Is Already Dead Mini Anime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bucheon International Animation Festival 2021 Trailer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
